Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EnvironmentSatisfaction,Gender,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Experience_Band,Leadership_Flag,Income_Band,Promoted_Recently
42,Yes,Travel_Frequently,481,Sales,3,Life Sciences,3,Male,1167,44,3,4,Sales Executive,1,Single,13758,2447,Yes,12,3,2,0,22,2,2,21,9,13,14,10+ years,Yes,Very High,Yes
42,No,Travel_Rarely,647,Sales,4,Marketing,2,Male,1171,45,3,2,Sales Executive,1,Single,5155,2253,No,13,3,4,0,9,3,4,6,4,1,5,6-10 years,No,Medium,Yes
35,No,Travel_Rarely,982,Research & Development,4,Medical,4,Male,1172,58,2,1,Laboratory Technician,3,Married,2258,16340,No,12,3,2,1,10,2,3,8,0,1,7,6-10 years,No,Low,Yes
24,No,Travel_Rarely,477,Research & Development,3,Medical,4,Male,1173,49,3,1,Laboratory Technician,2,Single,3597,6409,No,22,4,4,0,6,2,3,4,3,1,2,6-10 years,No,Medium,Yes
28,Yes,Travel_Rarely,1485,Research & Development,1,Life Sciences,3,Female,1175,79,3,1,Laboratory Technician,4,Married,2515,22955,Yes,11,3,4,0,1,4,2,1,1,0,0,0-2 years,No,Low,No
26,No,Travel_Rarely,1384,Research & Development,4,Medical,1,Male,1177,82,4,1,Laboratory Technician,4,Married,4420,13421,No,22,4,2,1,8,2,3,8,7,0,7,6-10 years,No,Medium,No
30,No,Travel_Rarely,852,Sales,3,Marketing,3,Male,1179,72,2,2,Sales Executive,3,Married,6578,2706,No,18,3,1,1,10,3,3,10,3,1,4,6-10 years,No,High,Yes
40,No,Travel_Frequently,902,Research & Development,2,Medical,3,Female,1180,92,2,2,Research Scientist,4,Married,4422,21203,Yes,13,3,4,1,16,3,1,1,1,0,0,10+ years,No,Medium,No
35,No,Travel_Rarely,819,Research & Development,3,Life Sciences,3,Male,1182,44,2,3,Manufacturing Director,2,Divorced,10274,19588,No,18,3,2,1,15,2,4,7,7,6,4,10+ years,No,Very High,Yes
34,No,Travel_Frequently,669,Research & Development,3,Medical,4,Male,1184,97,2,2,Healthcare Representative,1,Single,5343,25755,No,20,4,3,0,14,3,3,13,9,4,9,10+ years,No,Medium,Yes
35,No,Travel_Frequently,636,Research & Development,4,Other,4,Male,1185,47,2,1,Laboratory Technician,4,Married,2376,26537,No,13,3,2,1,2,2,4,2,2,2,2,0-2 years,No,Low,Yes
43,Yes,Travel_Rarely,1372,Sales,3,Marketing,1,Female,1188,85,1,2,Sales Executive,3,Single,5346,9489,No,13,3,2,0,7,2,2,4,3,1,3,6-10 years,No,Medium,Yes
32,No,Non-Travel,862,Sales,1,Life Sciences,3,Female,1190,76,3,1,Sales Representative,1,Divorced,2827,14947,No,12,3,3,3,1,3,3,1,0,0,0,0-2 years,No,Low,No
56,No,Travel_Rarely,718,Research & Development,4,Technical Degree,4,Female,1191,92,3,5,Manager,1,Divorced,19943,18575,No,13,3,4,1,28,2,3,5,2,4,2,10+ years,Yes,Very High,Yes
29,No,Travel_Rarely,1401,Research & Development,1,Medical,2,Female,1192,54,3,1,Laboratory Technician,4,Married,3131,26342,No,13,3,1,1,10,5,3,10,8,0,8,6-10 years,No,Medium,No
19,No,Travel_Rarely,645,Research & Development,2,Life Sciences,3,Male,1193,54,3,1,Research Scientist,1,Single,2552,7172,No,25,4,3,0,1,4,3,1,1,0,0,0-2 years,No,Low,No
45,No,Travel_Rarely,1457,Research & Development,3,Medical,1,Female,1195,83,3,1,Research Scientist,3,Married,4477,20100,Yes,19,3,3,1,7,2,2,3,2,0,2,6-10 years,No,Medium,No
37,No,Travel_Rarely,977,Research & Development,3,Life Sciences,4,Female,1196,56,2,2,Manufacturing Director,4,Married,6474,9961,No,13,3,2,1,14,2,2,14,8,3,11,10+ years,No,High,Yes
20,No,Travel_Rarely,805,Research & Development,3,Life Sciences,1,Male,1198,87,2,1,Laboratory Technician,3,Single,3033,12828,No,12,3,1,0,2,2,2,2,2,1,2,0-2 years,No,Medium,Yes
44,Yes,Travel_Rarely,1097,Research & Development,4,Life Sciences,3,Male,1200,96,3,1,Research Scientist,3,Single,2936,10826,Yes,11,3,3,0,6,4,3,6,4,0,2,6-10 years,No,Low,No
53,No,Travel_Rarely,1223,Research & Development,2,Medical,4,Female,1201,50,3,5,Manager,3,Divorced,18606,18640,No,18,3,2,1,26,6,3,7,7,4,7,10+ years,Yes,Very High,Yes
29,No,Travel_Rarely,942,Research & Development,1,Life Sciences,2,Female,1202,69,1,1,Research Scientist,4,Married,2168,26933,Yes,18,3,1,1,6,2,2,5,4,1,3,6-10 years,No,Low,Yes
22,Yes,Travel_Frequently,1256,Research & Development,4,Life Sciences,3,Male,1203,48,2,1,Research Scientist,4,Married,2853,4223,Yes,11,3,2,1,1,5,3,0,0,0,0,0-2 years,No,Low,No
46,No,Travel_Rarely,1402,Sales,3,Marketing,3,Female,1204,69,3,4,Manager,1,Married,17048,24097,No,23,4,1,0,28,2,3,26,15,15,9,10+ years,Yes,Very High,Yes
44,No,Non-Travel,111,Research & Development,3,Life Sciences,4,Male,1206,74,1,1,Research Scientist,3,Single,2290,4279,No,13,3,4,0,6,3,3,0,0,0,0,6-10 years,No,Low,No
33,No,Travel_Rarely,147,Human Resources,3,Human Resources,2,Male,1207,99,3,1,Human Resources,3,Married,3600,8429,No,13,3,4,1,5,2,3,5,4,1,4,3-5 years,No,Medium,Yes
41,Yes,Non-Travel,906,Research & Development,2,Life Sciences,1,Male,1210,95,2,1,Research Scientist,1,Divorced,2107,20293,No,17,3,1,1,5,2,1,1,0,0,0,3-5 years,No,Low,No
30,No,Travel_Rarely,1329,Sales,4,Life Sciences,3,Male,1211,61,3,2,Sales Executive,1,Divorced,4115,13192,No,19,3,3,3,8,3,3,4,3,0,3,6-10 years,No,Medium,No
40,No,Travel_Frequently,1184,Sales,4,Medical,2,Male,1212,62,3,2,Sales Executive,2,Married,4327,25440,No,12,3,4,3,5,2,3,0,0,0,0,3-5 years,No,Medium,No
50,No,Travel_Frequently,1421,Research & Development,3,Medical,4,Female,1215,30,3,4,Manager,1,Married,17856,9490,No,22,4,3,1,32,3,3,2,2,2,2,10+ years,Yes,Very High,Yes
28,No,Travel_Rarely,1179,Research & Development,4,Medical,4,Male,1216,78,2,1,Laboratory Technician,1,Married,3196,12449,No,12,3,3,3,6,2,3,6,5,3,3,6-10 years,No,Medium,Yes
46,No,Travel_Rarely,1450,Research & Development,2,Life Sciences,4,Male,1217,52,3,5,Research Director,2,Married,19081,10849,No,11,3,1,1,25,2,3,4,2,0,3,10+ years,Yes,Very High,No
35,No,Travel_Rarely,1361,Sales,4,Life Sciences,3,Male,1218,94,3,2,Sales Executive,1,Married,8966,21026,Yes,15,3,4,3,15,2,3,7,7,1,7,10+ years,No,High,Yes
24,Yes,Travel_Rarely,984,Research & Development,2,Life Sciences,4,Female,1219,97,3,1,Laboratory Technician,2,Married,2210,3372,No,13,3,1,1,1,3,1,1,0,0,0,0-2 years,No,Low,No
33,No,Travel_Frequently,1146,Sales,3,Medical,2,Female,1220,82,3,2,Sales Executive,3,Married,4539,4905,No,12,3,1,1,10,3,2,10,7,0,1,6-10 years,No,Medium,No
36,No,Travel_Rarely,917,Research & Development,4,Life Sciences,3,Male,1221,60,1,1,Laboratory Technician,3,Divorced,2741,6865,No,14,3,3,1,7,4,3,7,7,1,7,6-10 years,No,Low,Yes
30,No,Travel_Rarely,853,Research & Development,4,Life Sciences,3,Male,1224,49,3,2,Laboratory Technician,3,Divorced,3491,11309,No,13,3,1,3,10,4,2,10,7,8,9,6-10 years,No,Medium,Yes
44,No,Travel_Rarely,200,Research & Development,4,Other,4,Male,1225,32,3,2,Research Scientist,4,Single,4541,7744,No,25,4,2,0,20,3,3,20,11,13,17,10+ years,No,Medium,Yes
20,No,Travel_Rarely,654,Sales,3,Marketing,3,Male,1226,43,4,1,Sales Representative,4,Single,2678,5050,No,17,3,4,0,2,2,3,2,1,2,2,0-2 years,No,Low,Yes
46,No,Travel_Rarely,150,Research & Development,4,Technical Degree,4,Male,1228,60,3,2,Manufacturing Director,4,Divorced,7379,17433,No,11,3,3,1,12,3,2,6,3,1,4,10+ years,No,High,Yes
42,No,Non-Travel,179,Human Resources,5,Medical,4,Male,1231,79,4,2,Human Resources,1,Married,6272,12858,No,16,3,1,1,10,3,4,4,3,0,3,6-10 years,No,High,No
60,No,Travel_Rarely,696,Sales,4,Marketing,2,Male,1233,52,4,2,Sales Executive,4,Divorced,5220,10893,Yes,18,3,2,1,12,3,3,11,7,1,9,10+ years,No,Medium,Yes
32,No,Travel_Frequently,116,Research & Development,3,Other,3,Female,1234,77,2,1,Laboratory Technician,2,Married,2743,7331,No,20,4,3,1,2,2,3,2,2,2,2,0-2 years,No,Low,Yes
32,No,Travel_Frequently,1316,Research & Development,2,Life Sciences,4,Female,1235,38,3,2,Research Scientist,3,Single,4998,2338,Yes,14,3,4,0,10,2,3,8,7,0,7,6-10 years,No,Medium,No
36,No,Travel_Rarely,363,Research & Development,3,Technical Degree,3,Female,1237,77,1,3,Manufacturing Director,1,Divorced,10252,4235,Yes,21,4,3,1,17,2,3,7,7,7,7,10+ years,No,Very High,Yes
33,No,Travel_Rarely,117,Research & Development,3,Medical,1,Male,1238,60,3,1,Research Scientist,4,Married,2781,6311,No,13,3,2,1,15,5,3,14,10,4,10,10+ years,No,Low,Yes
40,No,Travel_Rarely,107,Sales,3,Technical Degree,2,Female,1239,84,2,2,Sales Executive,2,Divorced,6852,11591,No,12,3,2,1,7,2,4,5,1,1,3,6-10 years,No,High,Yes
25,No,Travel_Rarely,1356,Sales,4,Life Sciences,3,Male,1240,57,3,2,Sales Executive,4,Single,4950,20623,No,14,3,2,0,5,4,3,4,3,1,1,3-5 years,No,Medium,Yes
30,No,Travel_Rarely,1465,Research & Development,3,Medical,4,Male,1241,63,3,1,Research Scientist,2,Married,3579,9369,Yes,21,4,1,1,12,2,3,11,9,5,7,10+ years,No,Medium,Yes
42,No,Travel_Frequently,458,Research & Development,5,Medical,1,Female,1242,60,3,3,Research Director,1,Married,13191,23281,Yes,17,3,3,0,20,6,3,1,0,0,0,10+ years,No,Very High,No
35,No,Non-Travel,1212,Sales,2,Marketing,3,Female,1243,78,2,3,Sales Executive,4,Married,10377,13755,Yes,11,3,2,1,16,6,2,13,2,4,12,10+ years,No,Very High,Yes
27,No,Travel_Rarely,1103,Research & Development,3,Life Sciences,1,Male,1244,42,3,1,Research Scientist,1,Married,2235,14377,Yes,14,3,4,2,9,3,2,9,7,6,8,6-10 years,No,Low,Yes
54,No,Travel_Frequently,966,Research & Development,4,Life Sciences,4,Female,1245,53,3,3,Manufacturing Director,3,Divorced,10502,9659,No,17,3,1,1,33,2,1,5,4,1,4,10+ years,No,Very High,Yes
44,No,Travel_Rarely,1117,Research & Development,1,Life Sciences,1,Female,1246,72,4,1,Research Scientist,4,Married,2011,19982,No,13,3,4,1,10,5,3,10,5,7,7,6-10 years,No,Low,Yes
19,Yes,Non-Travel,504,Research & Development,3,Medical,1,Female,1248,96,2,1,Research Scientist,2,Single,1859,6148,Yes,25,4,2,0,1,2,4,1,1,0,0,0-2 years,No,Low,No
29,No,Travel_Rarely,1010,Research & Development,3,Life Sciences,1,Female,1249,97,3,1,Research Scientist,4,Divorced,3760,5598,No,15,3,1,3,3,5,3,3,2,1,2,3-5 years,No,Medium,Yes
54,No,Travel_Rarely,685,Research & Development,3,Life Sciences,4,Male,1250,85,3,4,Research Director,4,Married,17779,23474,No,14,3,1,0,36,2,3,10,9,0,9,10+ years,Yes,Very High,No
31,No,Travel_Rarely,1332,Research & Development,2,Medical,3,Male,1251,80,3,2,Healthcare Representative,1,Married,6833,17089,Yes,12,3,4,0,6,2,2,6,5,0,1,6-10 years,No,High,No
31,No,Travel_Rarely,1062,Research & Development,3,Medical,3,Female,1252,96,2,2,Healthcare Representative,1,Single,6812,17198,No,19,3,2,0,10,2,3,10,9,1,8,6-10 years,No,High,Yes
59,No,Travel_Rarely,326,Sales,3,Life Sciences,3,Female,1254,48,2,2,Sales Executive,4,Single,5171,16490,No,17,3,4,0,13,2,3,6,1,0,5,10+ years,No,Medium,No
43,No,Travel_Rarely,920,Research & Development,3,Life Sciences,3,Male,1255,96,1,5,Research Director,4,Married,19740,18625,No,14,3,2,1,25,2,3,8,7,0,7,10+ years,Yes,Very High,No
49,No,Travel_Rarely,1098,Research & Development,2,Medical,1,Male,1256,85,2,5,Manager,3,Married,18711,12124,No,13,3,3,1,23,2,4,1,0,0,0,10+ years,Yes,Very High,No
36,No,Travel_Frequently,469,Research & Development,3,Technical Degree,3,Male,1257,46,3,1,Research Scientist,2,Married,3692,9256,No,12,3,3,0,12,2,2,11,10,0,7,10+ years,No,Medium,No
48,No,Travel_Rarely,969,Research & Development,2,Technical Degree,4,Male,1258,76,4,1,Laboratory Technician,2,Single,2559,16620,No,11,3,3,0,7,4,2,1,0,0,0,6-10 years,No,Low,No
27,No,Travel_Rarely,1167,Research & Development,2,Life Sciences,1,Male,1259,76,3,1,Research Scientist,3,Divorced,2517,3208,No,11,3,2,3,5,2,3,5,3,0,3,3-5 years,No,Low,No
29,No,Travel_Rarely,1329,Research & Development,3,Life Sciences,3,Male,1260,82,3,2,Healthcare Representative,4,Divorced,6623,4204,Yes,11,3,2,2,6,2,3,6,0,1,0,6-10 years,No,High,Yes
48,No,Travel_Rarely,715,Research & Development,3,Life Sciences,4,Male,1263,76,2,5,Research Director,4,Single,18265,8733,No,12,3,3,0,25,3,4,1,0,0,0,10+ years,Yes,Very High,No
29,No,Travel_Rarely,694,Research & Development,3,Life Sciences,4,Female,1264,87,2,4,Research Director,4,Divorced,16124,3423,No,14,3,2,2,9,2,2,7,7,1,7,6-10 years,Yes,Very High,Yes
34,No,Travel_Rarely,1320,Research & Development,3,Technical Degree,3,Female,1265,89,4,1,Research Scientist,3,Married,2585,21643,No,17,3,4,0,2,5,2,1,0,0,0,0-2 years,No,Low,No
44,No,Travel_Rarely,1099,Sales,3,Marketing,2,Male,1267,88,3,5,Manager,2,Married,18213,8751,No,11,3,3,1,26,5,3,22,9,3,10,10+ years,Yes,Very High,Yes
33,No,Travel_Rarely,536,Sales,5,Marketing,4,Male,1268,82,4,3,Sales Executive,3,Divorced,8380,21708,Yes,14,3,4,2,10,3,3,9,8,0,8,6-10 years,No,High,No
19,No,Travel_Rarely,265,Research & Development,3,Life Sciences,2,Female,1269,57,4,1,Research Scientist,4,Single,2994,21221,Yes,12,3,4,0,1,2,3,1,0,0,1,0-2 years,No,Low,No
23,No,Travel_Rarely,373,Research & Development,2,Life Sciences,4,Male,1270,47,3,1,Research Scientist,3,Married,1223,16901,No,22,4,4,1,1,2,3,1,0,0,1,0-2 years,No,Low,No
25,Yes,Travel_Frequently,599,Sales,1,Life Sciences,3,Male,1273,73,1,1,Sales Representative,4,Single,1118,8040,Yes,14,3,4,0,1,4,3,1,0,1,0,0-2 years,No,Low,Yes
26,No,Travel_Rarely,583,Research & Development,2,Life Sciences,3,Male,1275,53,3,1,Research Scientist,4,Single,2875,9973,Yes,20,4,2,0,8,2,2,8,5,2,2,6-10 years,No,Low,Yes
45,Yes,Travel_Rarely,1449,Sales,3,Marketing,1,Female,1277,94,1,5,Manager,2,Single,18824,2493,Yes,16,3,1,0,26,2,3,24,10,1,11,10+ years,Yes,Very High,Yes
55,No,Non-Travel,177,Research & Development,1,Medical,4,Male,1278,37,2,4,Healthcare Representative,2,Divorced,13577,25592,Yes,15,3,4,1,34,3,3,33,9,15,0,10+ years,Yes,Very High,Yes
21,Yes,Travel_Frequently,251,Research & Development,2,Life Sciences,1,Female,1279,45,2,1,Laboratory Technician,3,Single,2625,25308,No,20,4,3,0,2,2,1,2,2,2,2,0-2 years,No,Low,Yes
46,No,Travel_Rarely,168,Sales,2,Marketing,4,Female,1280,33,2,5,Manager,2,Married,18789,9946,No,14,3,3,1,26,2,3,11,4,0,8,10+ years,Yes,Very High,No
34,No,Travel_Rarely,131,Sales,3,Marketing,3,Female,1281,86,3,2,Sales Executive,1,Single,4538,6039,Yes,12,3,4,0,4,3,3,3,2,0,2,3-5 years,No,Medium,No
51,No,Travel_Frequently,237,Sales,3,Life Sciences,4,Male,1282,83,3,5,Manager,2,Divorced,19847,19196,Yes,24,4,1,1,31,5,2,29,10,11,10,10+ years,Yes,Very High,Yes
59,No,Travel_Rarely,1429,Research & Development,4,Medical,4,Male,1283,67,3,3,Manufacturing Director,4,Single,10512,20002,No,12,3,4,0,25,6,2,9,7,5,4,10+ years,No,Very High,Yes
34,No,Travel_Frequently,135,Research & Development,3,Medical,3,Female,1285,46,3,2,Laboratory Technician,2,Divorced,4444,22534,No,13,3,3,2,15,2,4,11,8,5,10,10+ years,No,Medium,Yes
28,No,Travel_Frequently,791,Research & Development,4,Medical,4,Male,1286,44,3,1,Laboratory Technician,3,Single,2154,6842,Yes,11,3,3,0,5,2,2,4,2,0,2,3-5 years,No,Low,No
44,No,Travel_Rarely,1199,Research & Development,2,Life Sciences,3,Male,1288,92,4,5,Manager,1,Divorced,19190,17477,No,14,3,4,2,26,4,2,25,9,14,13,10+ years,Yes,Very High,Yes
34,No,Travel_Frequently,648,Human Resources,3,Life Sciences,3,Male,1289,56,2,2,Human Resources,2,Married,4490,21833,No,11,3,4,2,14,5,4,10,9,1,8,10+ years,No,Medium,Yes
35,No,Travel_Rarely,735,Research & Development,1,Life Sciences,3,Male,1291,66,3,1,Research Scientist,3,Married,3506,6020,Yes,14,3,4,0,4,3,3,3,2,2,2,3-5 years,No,Medium,Yes
42,No,Travel_Rarely,603,Research & Development,4,Medical,2,Female,1292,78,4,2,Research Scientist,2,Married,2372,5628,Yes,16,3,4,0,18,2,3,1,0,0,0,10+ years,No,Low,No
43,No,Travel_Rarely,531,Sales,4,Marketing,4,Female,1293,56,2,3,Sales Executive,4,Single,10231,20364,No,14,3,4,0,23,3,4,21,7,15,17,10+ years,No,Very High,Yes
36,No,Travel_Rarely,429,Research & Development,4,Life Sciences,3,Female,1294,53,3,2,Manufacturing Director,2,Single,5410,2323,Yes,11,3,4,0,18,2,3,16,14,5,12,10+ years,No,Medium,Yes
44,Yes,Travel_Rarely,621,Research & Development,3,Medical,1,Female,1295,73,3,3,Healthcare Representative,4,Married,7978,14075,No,11,3,4,1,10,2,3,10,7,0,5,6-10 years,No,High,No
28,No,Travel_Frequently,193,Research & Development,3,Life Sciences,4,Male,1296,52,2,1,Laboratory Technician,4,Married,3867,14222,Yes,12,3,2,1,2,2,3,2,2,2,2,0-2 years,No,Medium,Yes
51,No,Travel_Frequently,968,Research & Development,2,Medical,2,Female,1297,40,2,1,Laboratory Technician,3,Single,2838,4257,No,14,3,2,0,8,6,2,7,0,7,7,6-10 years,No,Low,Yes
30,No,Non-Travel,879,Research & Development,2,Medical,3,Female,1298,72,3,2,Manufacturing Director,3,Single,4695,12858,Yes,18,3,3,0,10,3,3,8,4,1,7,6-10 years,No,Medium,Yes
29,Yes,Travel_Rarely,806,Research & Development,3,Technical Degree,2,Female,1299,39,3,1,Laboratory Technician,3,Divorced,3339,17285,Yes,13,3,1,2,10,2,3,7,7,7,7,6-10 years,No,Medium,Yes
28,No,Travel_Rarely,640,Research & Development,3,Technical Degree,4,Male,1301,84,3,1,Research Scientist,1,Single,2080,4732,No,11,3,2,0,5,2,2,3,2,1,2,3-5 years,No,Low,Yes
25,No,Travel_Rarely,266,Research & Development,3,Medical,4,Female,1303,40,3,1,Research Scientist,2,Single,2096,18830,No,18,3,4,0,2,3,2,2,2,2,1,0-2 years,No,Low,Yes
32,No,Travel_Rarely,604,Sales,3,Medical,3,Male,1304,56,4,2,Sales Executive,4,Married,6209,11693,No,15,3,3,2,10,4,4,10,7,0,8,6-10 years,No,High,No
45,No,Travel_Frequently,364,Research & Development,3,Medical,2,Female,1306,83,3,5,Manager,2,Single,18061,13035,No,22,4,3,0,22,4,3,0,0,0,0,10+ years,Yes,Very High,No
39,No,Travel_Rarely,412,Research & Development,4,Medical,3,Female,1307,94,2,4,Manager,2,Divorced,17123,17334,Yes,13,3,4,2,21,4,3,19,9,15,2,10+ years,Yes,Very High,Yes
58,No,Travel_Rarely,848,Research & Development,4,Life Sciences,1,Male,1308,88,3,1,Research Scientist,3,Divorced,2372,26076,No,12,3,4,2,2,3,3,2,2,2,2,0-2 years,No,Low,Yes
32,Yes,Travel_Rarely,1089,Research & Development,2,Life Sciences,4,Male,1309,79,3,2,Laboratory Technician,3,Married,4883,22845,No,18,3,1,1,10,3,3,10,4,1,1,6-10 years,No,Medium,Yes
39,Yes,Travel_Rarely,360,Research & Development,3,Medical,3,Male,1310,93,3,1,Research Scientist,1,Single,3904,22154,No,13,3,1,0,6,2,3,5,2,0,3,6-10 years,No,Medium,No
30,No,Travel_Rarely,1138,Research & Development,3,Technical Degree,1,Female,1311,48,2,2,Laboratory Technician,4,Married,4627,23631,No,12,3,1,1,10,6,3,9,2,6,7,6-10 years,No,Medium,Yes
36,No,Travel_Rarely,325,Research & Development,4,Technical Degree,4,Female,1312,63,3,3,Healthcare Representative,3,Married,7094,5747,No,12,3,1,0,10,0,3,7,7,1,7,6-10 years,No,High,Yes
46,No,Travel_Rarely,991,Human Resources,2,Life Sciences,4,Female,1314,44,3,1,Human Resources,1,Single,3423,22957,No,12,3,3,0,10,3,4,7,6,5,7,6-10 years,No,Medium,Yes
28,No,Non-Travel,1476,Research & Development,3,Life Sciences,3,Female,1315,55,1,2,Laboratory Technician,4,Married,6674,16392,No,11,3,1,3,10,6,3,9,8,7,5,6-10 years,No,High,Yes
50,No,Travel_Rarely,1322,Research & Development,3,Life Sciences,4,Female,1317,43,3,4,Research Director,1,Married,16880,22422,Yes,11,3,2,0,25,2,3,3,2,1,2,10+ years,Yes,Very High,Yes
40,Yes,Travel_Rarely,299,Sales,4,Marketing,4,Male,1318,57,2,3,Sales Executive,2,Single,9094,17235,Yes,12,3,3,0,9,2,3,5,4,1,0,6-10 years,No,High,Yes
52,Yes,Travel_Rarely,1030,Sales,3,Life Sciences,2,Male,1319,64,3,3,Sales Executive,2,Single,8446,21534,Yes,19,3,3,0,10,2,2,8,7,7,7,6-10 years,No,High,Yes
30,No,Travel_Rarely,634,Research & Development,4,Medical,2,Female,1321,95,3,3,Manager,1,Married,11916,25927,Yes,23,4,4,2,9,2,3,9,1,0,8,6-10 years,No,Very High,No
39,No,Travel_Rarely,524,Research & Development,2,Life Sciences,1,Male,1322,32,3,2,Manufacturing Director,3,Single,4534,13352,No,11,3,1,0,9,6,3,8,7,1,7,6-10 years,No,Medium,Yes
31,No,Non-Travel,587,Sales,4,Life Sciences,4,Female,1324,57,3,3,Sales Executive,3,Divorced,9852,8935,Yes,19,3,1,1,10,5,2,10,8,9,6,6-10 years,No,High,Yes
41,No,Non-Travel,256,Sales,2,Medical,3,Male,1329,40,1,2,Sales Executive,2,Single,6151,22074,No,13,3,1,0,19,4,3,19,2,11,9,10+ years,No,High,Yes
31,Yes,Travel_Frequently,1060,Sales,3,Life Sciences,4,Female,1331,54,3,1,Sales Representative,2,Single,2302,8319,Yes,11,3,1,0,3,2,4,3,2,2,2,3-5 years,No,Low,Yes
44,Yes,Travel_Rarely,935,Research & Development,3,Life Sciences,1,Male,1333,89,3,1,Laboratory Technician,1,Married,2362,14669,No,12,3,3,0,10,4,4,3,2,1,2,6-10 years,No,Low,Yes
42,No,Non-Travel,495,Research & Development,1,Life Sciences,3,Male,1334,37,3,4,Manager,3,Married,17861,26582,Yes,13,3,4,0,21,3,2,20,8,2,10,10+ years,Yes,Very High,Yes
55,No,Travel_Rarely,282,Research & Development,2,Medical,4,Female,1336,58,1,5,Manager,3,Married,19187,6992,No,14,3,4,1,23,5,3,19,9,9,11,10+ years,Yes,Very High,Yes
56,No,Travel_Rarely,206,Human Resources,4,Life Sciences,4,Male,1338,99,3,5,Manager,2,Single,19717,4022,No,14,3,1,0,36,4,3,7,3,7,7,10+ years,Yes,Very High,Yes
40,No,Non-Travel,458,Research & Development,2,Life Sciences,3,Male,1340,74,3,1,Research Scientist,3,Divorced,3544,8532,No,16,3,2,1,6,0,3,4,2,0,0,6-10 years,No,Medium,No
34,No,Travel_Rarely,943,Research & Development,3,Life Sciences,4,Male,1344,86,3,3,Healthcare Representative,4,Divorced,8500,5494,No,11,3,4,1,10,0,2,9,7,1,6,6-10 years,No,High,Yes
40,No,Travel_Rarely,523,Research & Development,3,Life Sciences,3,Male,1346,98,3,2,Research Scientist,4,Single,4661,22455,No,13,3,3,0,9,4,3,9,8,8,8,6-10 years,No,Medium,Yes
41,No,Travel_Frequently,1018,Sales,3,Marketing,3,Female,1349,66,3,2,Sales Executive,1,Divorced,4103,4297,No,17,3,4,1,10,2,3,9,3,1,7,6-10 years,No,Medium,Yes
35,No,Travel_Frequently,482,Research & Development,4,Life Sciences,3,Male,1350,87,3,2,Research Scientist,3,Single,4249,2690,Yes,11,3,2,0,9,3,3,9,6,1,1,6-10 years,No,Medium,Yes
51,No,Travel_Rarely,770,Human Resources,3,Life Sciences,3,Male,1352,84,3,4,Manager,2,Divorced,14026,17588,Yes,11,3,2,1,33,2,3,33,9,0,10,10+ years,Yes,Very High,No
38,No,Travel_Rarely,1009,Sales,2,Life Sciences,2,Female,1355,31,3,2,Sales Executive,1,Divorced,6893,19461,No,15,3,4,1,11,3,3,7,7,1,7,10+ years,No,High,Yes
34,No,Travel_Rarely,507,Sales,2,Medical,3,Female,1356,66,3,2,Sales Executive,1,Single,6125,23553,No,12,3,4,0,10,6,4,10,8,9,6,6-10 years,No,High,Yes
25,No,Travel_Rarely,882,Research & Development,1,Medical,4,Male,1358,67,3,1,Laboratory Technician,4,Married,3669,9075,No,11,3,3,3,7,6,2,3,2,1,2,6-10 years,No,Medium,Yes
58,Yes,Travel_Rarely,601,Research & Development,4,Medical,3,Female,1360,53,2,3,Manufacturing Director,1,Married,10008,12023,Yes,14,3,4,0,31,0,2,10,9,5,9,10+ years,No,Very High,Yes
40,No,Travel_Rarely,329,Research & Development,4,Life Sciences,2,Male,1361,88,3,1,Laboratory Technician,2,Married,2387,6762,No,22,4,3,1,7,3,3,4,2,0,3,6-10 years,No,Low,No
36,No,Travel_Frequently,607,Sales,3,Marketing,1,Female,1362,83,4,2,Sales Executive,1,Married,4639,2261,No,16,3,4,1,17,2,2,15,7,6,13,10+ years,No,Medium,Yes
48,No,Travel_Rarely,855,Research & Development,3,Life Sciences,4,Male,1363,54,3,3,Manufacturing Director,4,Single,7898,18706,No,11,3,3,0,11,2,3,10,9,0,8,10+ years,No,High,No
